============================================================
  BIKER GIRL — FULL EXTRACTED DATA
  639 contour, 179 strokes, 81 Y-levels
============================================================

── CONTOUR ──
  idx         dx         dy
  y=  4.4  [+1.0484..+1.3806]  [+0.8754..+0.8893]  [-0.7370..+0.7301]  [-0.8893..-0.8754]  [-1.3806..-1.0484]
  y=  4.5  [+1.1453..+1.3460]  [+0.8824..+0.8962]  [+0.0588..+0.7439]  [-0.7439..-0.0657]  [-0.8962..-0.8824]  [-1.3460..-1.1453]
  y=  4.6  [+1.1246..+1.2491]  [+0.8824..+0.8962]  [+0.0796..+0.7509]  [-0.7509..-0.0865]  [-0.9031..-0.8824]  [-1.2491..-1.1246]
  y=  4.7  [+0.8824..+0.8962]  [+0.1073..+0.7509]  [-0.7509..-0.1073]  [-0.8962..-0.8824]
  y=  4.8  [+0.8754..+0.8962]  [+0.1349..+0.7509]  [-0.7509..-0.1349]  [-0.8962..-0.8824]
  y=  4.9  [+0.8685..+0.8893]  [+0.1626..+0.7509]  [-0.7509..-0.1626]  [-0.8893..-0.8685]
  y=  5.0  [+0.8616..+0.8754]  [+0.1903..+0.7439]  [-0.7439..-0.1903]  [-0.8754..-0.8616]
  y=  5.1  [+0.2180..+0.8685]  [-0.8685..-0.2249]
  y=  5.2  [+0.7301..+0.8754]  [+0.2388..+0.5363]  [-0.5363..-0.2388]  [-0.8754..-0.7301]
  y=  5.3  [+0.5709..+0.8547]  [+0.2526..+0.4464]  [-0.3287..-0.2526]  [-0.8616..-0.5709]
  y=  5.4  [+0.2664..+0.8616]  [-0.3218..-0.2734]  [-0.8685..-0.4464]
  y=  5.5  [+0.3010..+0.8754]  [-0.8754..-0.3010]
  y=  5.6  [+0.3149..+0.8824]  [-0.8824..-0.3149]
  y=  5.7  [+0.3356..+0.8962]  [-0.8962..-0.3356]
  y=  5.8  [+0.3702..+0.9100]  [-0.9170..-0.3702]
  y=  5.9  [+0.3841..+0.9377]  [-0.9377..-0.3841]
  y=  6.0  [+0.8893..+0.9654]  [+0.3979..+0.6332]  [-0.6332..-0.4048]  [-0.9654..-0.8893]
  y=  6.1  [+0.7232..+0.9862]  [+0.3979..+0.6194]  [-0.6194..-0.3979]  [-0.9862..-0.7232]
  y=  6.2  [+0.3979..+0.9931]  [-0.9931..-0.4048]
  y=  6.3  [+0.4187..+0.9862]  [-0.9931..-0.4187]
  y=  6.4  [+0.4464..+0.9931]  [-1.0000..-0.4464]
